"School.Name","City","LAT","LNG","Exemption"
"JAMES HENNIGAN","JAMAICA PLAIN",42.325931,-71.1067185,2.2
"KINGSTON ELEMENTARY","KINGSTON",41.9851033,-70.7203169,1.6
"SACRED HEART ELEMENTARY","KINGSTON",41.9518757,-70.7365244,5.7
"ASSAWOMPSET SCHOOL","LAKEVILLE",41.8475675,-70.9470105,1.1
"MARY ROWLANDSON SCHOOL","LANCASTER",42.4683348,-71.6756095,4.1
"COMMUNITY DAY ARLINGTON SCHOOL","LAWRENCE",42.7172958,-71.1740356,0
"COMMUNITY DAY CHARTER SCHOOL - GATEWAY","LAWRENCE",42.7070354,-71.1631137,0
"COMMUNITY DAY CHARTER SCHOOL - PROSPECT","LAWRENCE",42.7094986,-71.1677022,0
"COMMUNITY DAY CHARTER SCHOOL - WEBSTER","LAWRENCE",42.7070354,-71.1631137,0
"COMMUNITY DAY LEARNING CTR","LAWRENCE",42.6910308,-71.1452017,0
"EDWARD F PARTHUM SCHOOL","LAWRENCE",42.718558,-71.1432788,1.5
"EMILY G WETHERBEE SCHOOL","LAWRENCE",42.7070354,-71.1631137,0
"FRANCIS M LEAHY","LAWRENCE",42.7146346,-71.1614877,0
"HENNESSEY","LAWRENCE",42.6970133,-71.1770135,1
"JOHN BREEN SCHOOL","LAWRENCE",42.7070354,-71.1631137,0
"LAWLOR EARLY CHILDHOOD CTR","LAWRENCE",42.7070354,-71.1631137,0.6
"LAWRENCE CATHOLIC ACADEMY","LAWRENCE",42.6977481,-71.1594252,0
"LAWRENCE FAMILY DEVELOP CHARTER SCH","LAWRENCE",42.7087168,-71.17375,0
"LAWRENCE FAMILY PUBLIC ACADEMY","LAWRENCE",42.7007246,-71.1828554,0
"ROBERT FROST SCHOOL","LAWRENCE",42.6848977,-71.1678028,0
"ROLLINS EARLY CHILDHOOD CTR","LAWRENCE",42.7140441,-71.1485391,0
"LEE ELEMENTARY","LEE",42.3061021,-73.2361078,0
"LEEDS ELEMENTARY","LEEDS",42.3519041,-72.6984349,0
"LEICESTER PRIMARY SCHOOL","LEICESTER",42.2538098,-71.9070424,2
"MORRIS ELEMENTARY","LENOX",42.355379,-73.297439,4.9
"FALL BROOK SCHOOL","LEOMINSTER",42.495517,-71.7680784,1.2
"JOHNNY APPLESEED SCHOOL","LEOMINSTER",42.5517996,-71.7397629,0
"NORTHWEST ELEMENTARY","LEOMINSTER",42.5367837,-71.7653679,0
"PRIEST STREET","LEOMINSTER",42.537313,-71.752864,0.7
"SOUTHEAST SCHOOL","LEOMINSTER",42.5187701,-71.7445529,0.9
"ST LEO SCHOOL","LEOMINSTER",42.5298811,-71.7573917,0
"BOWMAN","LEXINGTON",42.4164102,-71.2016591,1.1
"BRIDGE","LEXINGTON",42.4339432,-71.2380741,0
"FISKE SCHOOL","LEXINGTON",42.4584944,-71.2202099,1.4
"HARRINGTON ELEMENTARY","LEXINGTON",42.445824,-71.1993751,1.6
"JOSEPH ESTABROOK SCHOOL","LEXINGTON",42.4778724,-71.2375564,0
"MARIA HASTINGS SCHOOL","LEXINGTON",42.4454344,-71.2533613,3.4
"HANSCOM PRIMARY","LINCOLN",42.4572362,-71.277044,4.3
"LINCOLN SCHOOL","LINCOLN",42.4241832,-71.3155996,4.6
"SHAKER LANE","LITTLETON",42.531789,-71.455266,0.9
"BLUEBERRY HILL","LONGMEADOW",42.0593165,-72.5597582,1.8
"CENTER SCHOOL","LONGMEADOW",42.0484971,-72.581858,2
"LONGMEADOW MONTESSORI","LONGMEADOW",42.0521276,-72.5826098,2.4
"WOLF SWAMP ROAD SCHOOL","LONGMEADOW",42.0381512,-72.5603654,0
"BARTLETT COMMUNITY PARTNERSHIP","LOWELL",42.6454124,-71.328907,0
"CHARLES W. MOREY ELEMENTRY","LOWELL",42.6334247,-71.3161718,1
"CHARLOTTE M MURKLAND ELEMENTARY","LOWELL",42.6466504,-71.3210608,0
"CHRISTA MCAULIFFE ELEMENTARY","LOWELL",42.6601587,-71.3025012,1
"DR GERTRUDE BAILEY","LOWELL",42.6228004,-71.335055,1
"GREENHALGE","LOWELL",42.6574025,-71.3092188,0
"IMMACULATE CONCEPTION","LOWELL",42.6446472,-71.3013685,1.1
"J G PYNE ARTS MAGNET SCHOOL","LOWELL",42.6334247,-71.3161718,0
"JOSEPH MCAVINNUE ELEMENTARY","LOWELL",42.6334247,-71.3161718,0
"LINCOLN SCHOOL","LOWELL",42.6303715,-71.3202892,0
"LOWELL COLLEGIATE CHARTER SCHOOL","LOWELL",42.646972,-71.3220563,0
"LOWELL COMMUNITY CHARTER SCHOOL","LOWELL",42.6413523,-71.3121558,0
"MOODY SCHOOL","LOWELL",42.6368995,-71.2973407,0
"PAWTUCKETVILLE MEMORIAL","LOWELL",42.647669,-71.3504261,1
"PETER W REILLY","LOWELL",42.6409152,-71.2800231,0
"ROGERS EARLY LEARNING CENTER","LOWELL",42.6334247,-71.3161718,0
"SHAUGHNESSY","LOWELL",42.6160705,-71.3030786,0
"ST LOUIS ELEMENTARY","LOWELL",42.6563702,-71.3089916,3.1
"ST MICHAEL ELEMENTARY","LOWELL",42.6515149,-71.3019694,0
"STE JEANNE D'ARC SCHOOL","LOWELL",42.6567464,-71.3305721,0
"WASHINGTON SCHOOL","LOWELL",42.6240016,-71.3285218,0
"EAST ST ELEMENTARY","LUDLOW",42.1600936,-72.475919,2.5
"LUNENBURG PRIMARY SCHOOL","LUNENBURG",42.6003275,-71.7012839,2.7
"A DREWICZ ELEMENTARY","LYNN",42.4606105,-70.9693192,0
"ABORN ELEMENTARY","LYNN",42.4792001,-70.9331225,0
"CALLAHAN SCHOOL","LYNN",42.4675036,-70.9846519,1.6
"CAPT WM SHOEMAKER SCHOOL","LYNN",42.5048176,-70.9836619,0
"COBBET ELEMENTARY","LYNN",42.4648429,-70.9550021,0
"E J HARRINGTON","LYNN",42.4376913,-70.9691161,0
"EARLY CHILDHOOD CENTER","LYNN",42.466763,-70.9494938,0
"HOOD SCHOOL","LYNN",42.466763,-70.9494938,1.2
"INGALLS SCHOOL","LYNN",42.4716912,-70.936515,0
"LINCOLN-THOMSON","LYNN",42.4678819,-70.9770713,0
"SACRED HEART ELEMENTARY","LYNN",42.4681518,-70.9703277,0
"SEWELL-ANDERSON","LYNN",42.466763,-70.9494938,0
"SISSON","LYNN",42.472523,-70.9362063,2.9
"ST PIUS V","LYNN",42.4798755,-70.9493922,0
"WASHINGTON ELEMENTARY","LYNN",42.4612074,-70.9536606,0
"WM P CONNERY","LYNN",42.466763,-70.9494938,1
"HUCKLEBERRY HILL","LYNNFIELD",42.522595,-71.0225521,1.3
"SUMMER STREET","LYNNFIELD",42.5277774,-71.030272,0
"BEEBE SCHOOL","MALDEN",42.4271649,-71.0794857,0
"CHEVERUS ELEMENTARY","MALDEN",42.4250964,-71.066163,0
"FERRYWAY SCHOOL","MALDEN",42.4214157,-71.0595501,0
"FORESTDALE SCHOOL","MALDEN",42.4403993,-71.0537406,0
"LINDEN","MALDEN",42.433746,-71.0347871,0
"MYSTIC VALLEY REG CHARTER SCHOOL","MALDEN",42.4344016,-71.0455391,2.3
"SALEMWOOD SCHOOL","MALDEN",42.4316,-71.0502999,0
"BROOKWOOD SCHOOL","MANCHESTER",42.572336,-70.796751,3
"MANCHESTER MEMORIAL SCHOOL","MANCHESTER",42.5790534,-70.7641867,2.3
"EVERETT W ROBINSON SCHOOL","MANSFIELD",42.0334565,-71.2190578,0.4
"BELL SCHOOL","MARBLEHEAD",42.4969578,-70.8708457,0
"GERRY SCHOOL","MARBLEHEAD",42.5064797,-70.8501688,4.3
"GLOVER SCHOOL","MARBLEHEAD",42.4905117,-70.8795535,5.5
"SIPPICAN SCHOOL","MARION",41.7040442,-70.767648,4.4
"CHARLES JAWOREK SCHOOL","MARLBORO",42.3658322,-71.5318107,0.6
"FRANCIS J KANE SCHOOL","MARLBORO",42.3430107,-71.5202162,3.1
"RICHER SCHOOL","MARLBORO",42.3383203,-71.5784436,0
"DANIEL WEBSTER","MARSHFIELD",42.096407,-70.6870056,2.1
"EAMES WAY SCHOOL","MARSHFIELD",42.1320893,-70.7286381,0
"GOV EDWARD WINSLOW SCHOOL","MARSHFIELD",42.0704228,-70.66962,0
"MARTINSON ELEMENTARY SCHOOL","MARSHFIELD",42.1112132,-70.7403176,3
"SOUTH RIVER","MARSHFIELD",42.0945466,-70.7153166,0
"WEST VILLAGES ELEMENTARY SCHOOL","MARSTONS MILLS",41.6626884,-70.3872852,3.7
"K C COOMBS SCHOOL","MASHPEE",41.6202096,-70.4930767,1.8
"CHARLES TAYLOR ELEM SCHOOL","MATTAPAN",42.2771417,-71.0913748,0
"EDWARD BROOKE CHARTER SCHOOL 2","MATTAPAN",42.2818841,-71.1218834,0
"ELLISON/PARKS EARLY EDUCATION SCHOOL","MATTAPAN",42.2717653,-71.0916852,0
"JAMES CHITTICK","MATTAPAN",42.2675986,-71.1044958,0
"MATTAHUNT","MATTAPAN",42.2757242,-71.1035763,0
"POPE JOHN PAUL II (MATTAPAN CAMPUS]","MATTAPAN",42.2771417,-71.0913748,0
"YOUNG ACHIEVERS SCIENCE & MATH SCH","MATTAPAN",42.2771417,-71.0913748,2.3
"CENTER SCHOOL","MATTAPOISETT",41.6599384,-70.8130887,1.8
"GREEN MEADOW SCHOOL","MAYNARD",42.4250251,-71.4560604,5.3
"MEMORIAL SCHOOL","MEDFIELD",42.1943224,-71.3124938,1.3
"BROOKS SCHOOL","MEDFORD",42.4212385,-71.1280899,2.5
"CHRISTOPHER COLUMBUS SCHOOL","MEDFORD",42.4015182,-71.1019692,1.4
"JOHN J MCGLYNN","MEDFORD",42.4118332,-71.098312,0
"ROBERTS SCHOOL","MEDFORD",42.4219629,-71.0993846,3.2
"ST JOSEPH ELEMENTARY","MEDFORD",42.4194712,-71.1141083,1.8
"JOHN D MCGOVERN SCHOOL","MEDWAY",42.1548194,-71.4131151,4.3
"HERBERT CLARK HOOVER","MELROSE",42.4495405,-71.0503295,0
"HORACE MANN","MELROSE",42.4714751,-71.0542339,2.3
"LINCOLN ELEMENTARY","MELROSE",42.4528063,-71.0720047,1.5
"ROOSEVELT","MELROSE",42.4656513,-71.071719,1.6
"ST MARY ELEMENTARY","MELROSE",42.4532341,-71.0681571,5.7
"WINTHROP","MELROSE",42.4578738,-71.0519963,1.6
"HENRY P CLOUGH SCHOOL","MENDON",42.1092237,-71.5559894,2.8
"DR FREDERICK N SWEETSIR","MERRIMAC",42.8414787,-71.0120011,4.8
"COMPREHENSIVE GRAMMAR SCHOOL","METHUEN",42.7475361,-71.1757528,0
"DONALD P TIMONY GRAMMAR SCHOOL","METHUEN",42.7262016,-71.1908924,0
"MARSH GRAMMAR SCHOOL","METHUEN",42.7291274,-71.232647,0
"TENNEY GRAMMAR SCHOOL","METHUEN",42.7321287,-71.1774121,1.6
"MEMORIAL EARLY CHILDHOOD CTR","MIDDLEBORO",41.8952338,-70.9059019,0
"FULLER MEADOW SCHOOL","MIDDLETON",42.5845385,-71.0092194,1.3
"BROOKSIDE ELEMENTARY","MILFORD",42.1499526,-71.5294597,0
"MEMORIAL ELEMENTARY","MILFORD",42.145144,-71.5211959,1.3
"ELMWOOD ST SCHOOL","MILLBURY",42.1875269,-71.7731881,1.4
"CLYDE BROWN SCHOOL","MILLIS",42.1656531,-71.3608914,1
"MILLVILLE ELEMENTARY SCHOOL","MILLVILLE",42.0325342,-71.5779544,0
"COLLICOT","MILTON",42.2537024,-71.0522475,0.9
"CUNNINGHAM","MILTON",42.2473752,-71.0548722,0
"GLOVER SCHOOL","MILTON",42.261465,-71.075303,2.3
"ST AGATHA ELEMENTARY","MILTON",42.2495321,-71.0661653,0
"TUCKER SCHOOL","MILTON",42.2609321,-71.0944954,0
"QUARRY HILL SCHOOL","MONSON",42.1042451,-72.3189519,1.6
"NANTUCKET ELEMENTARY","NANTUCKET",41.269266,-70.0983995,2.4
"BENNETT-HEMENWAY SCHOOL","NATICK",42.3080717,-71.3585548,0.8
"BROWN SCHOOL","NATICK",42.2913222,-71.3842785,0.9
"JOHNSON ELEMENTARY","NATICK",42.2784744,-71.3507522,1.8
"LILJA ELEMENTARY","NATICK",42.2952077,-71.3275721,0
"MEMORIAL ELEMENTARY","NATICK",42.270691,-71.3233552,2
"BROADMEADOW","NEEDHAM",42.2793326,-71.2085731,0
"ELIOT ELEMENTARY","NEEDHAM",42.306122,-71.2400776,0
"HILLSIDE ELEMENTARY","NEEDHAM",42.2953753,-71.2403332,0
"NEWMAN SCHOOL","NEEDHAM",42.2816215,-71.2552005,1
"ST JOSEPH SCHOOL","NEEDHAM",42.2826154,-71.2346974,1.7
"WILLIAM MITCHELL SCHOOL","NEEDHAM",42.2889866,-71.2225549,1.3
"ABRAHAM LINCOLN","NEW BEDFORD",41.6692704,-70.9319832,0
"ALFRED J GOMES","NEW BEDFORD",41.6259339,-70.922144,1.3
"BETSY WINSLOW SCHOOL","NEW BEDFORD",41.6256597,-70.9447608,2.9
"CARLOS PACHECO ELEMENTARY","NEW BEDFORD",41.6362152,-70.934205,1.5
"CARNEY ACADEMY","NEW BEDFORD",41.6361104,-70.9327707,1.8
"CHARLES S ASHLEY","NEW BEDFORD",41.6762931,-70.9334576,0
"E G CAMPBELL PERFORMING ARTS MAGNET","NEW BEDFORD",41.6362152,-70.934205,0
"E R HATHAWAY SCHOOL","NEW BEDFORD",41.6331596,-70.9400385,1
"ELIZABETH C BROOKS","NEW BEDFORD",41.6431879,-70.9533825,5.9
"HAYDEN-MCFADDEN","NEW BEDFORD",41.6547721,-70.9318165,0
"JAMES B CONGDON","NEW BEDFORD",41.6220545,-70.9319552,1.4
"JIREH SWIFT","NEW BEDFORD",41.634758,-70.931619,0
"JOHN AVERY PARKER","NEW BEDFORD",41.6444312,-70.9320947,0
"JOHN B DEVALLES","NEW BEDFORD",41.6184376,-70.9283713,0
"PULASKI","NEW BEDFORD",41.7283758,-70.9448209,2.2
"RENAISSANCE COMMUNITY SCHOOL FOR THE ARTS","NEW BEDFORD",41.6362152,-70.934205,0
"WILLIAM H TAYLOR","NEW BEDFORD",41.609197,-70.911425,2.1
"NEW BRAINTREE GRADE SCHOOL","NEW BRAINTREE",42.3173136,-72.1248003,6.1
"NEWBURY ELEMENTARY","NEWBURY",42.7902951,-70.870683,1.9
"GEORGE W BROWN ELEMENTARY","NEWBURYPORT",42.8125913,-70.8772751,1.5
"IMMACULATE CONCEPTION","NEWBURYPORT",42.808821,-70.874154,6.7
"RIVER VALLEY CHARTER SCHOOL","NEWBURYPORT",42.807227,-70.8866218,6.2
"LINCOLN-ELIOT","NEWTON",42.3597728,-71.1940677,1.8
"NEWTON MONTESSORI SCHOOL","NEWTON",42.3290816,-71.1967216,0
"UNDERWOOD","NEWTON",42.3551361,-71.1836631,0
"BOWEN ELEMENTARY","NEWTON CENTRE",42.3300503,-71.1948255,1.5
"JOHN WARD","NEWTON CENTRE",42.3385211,-71.1803364,0
"MASON-RICE","NEWTON CENTRE",42.3325734,-71.1996223,2.5
"MEMORIAL SPAULDING SCHOOL","NEWTON CENTRE",42.3021316,-71.1777762,0
"SOLOMON SCHECHTER DAY SCHOOL","NEWTON CENTRE",42.2919861,-71.1884624,4.2
"COUNTRYSIDE","NEWTON HIGHLANDS",42.3128402,-71.2024945,6.9
"CABOT","NEWTONVILLE",42.347709,-71.202701,0
"HORACE MANN","NEWTONVILLE",42.3546429,-71.2134924,3.1
"H OLIVE DAY SCHOOL","NORFOLK",42.1203238,-71.3347466,1.1
"BRAYTON ELEMENTARY","NORTH ADAMS",42.698346,-73.136872,2
"GREYLOCK","NORTH ADAMS",42.6973054,-73.1559258,0
"SULLIVAN SCHOOL","NORTH ADAMS",42.6945263,-73.0989921,0
"ANNIE L SARGENT SCHOOL","NORTH ANDOVER",42.6712314,-71.0972716,3.2
"ATKINSON SCHOOL","NORTH ANDOVER",42.6897308,-71.1230929,0
"FRANKLIN SCHOOL","NORTH ANDOVER",42.6766791,-71.1197052,2.6
"ST MICHAEL ELEMENTARY","NORTH ANDOVER",42.7004058,-71.1309699,0
"THOMSON SCHOOL","NORTH ANDOVER",42.6965934,-71.135047,1.9
"AMVET BLVD SCHOOL","NORTH ATTLEBORO",41.9764595,-71.3427458,2.1
"COMMUNITY SCHOOL","NORTH ATTLEBORO",41.98054,-71.334753,5.4
"JOSEPH W MARTIN SCHOOL","NORTH ATTLEBORO",41.9971037,-71.2958687,0
"ROOSEVELT AVENUE SCHOOL","NORTH ATTLEBORO",41.9453,-71.3522,4.5
"NORTH BROOKFIELD ELEMENTARY","NORTH BROOKFIELD",42.2784371,-72.0799618,5.6
"CHARLES D HARRINGTON","NORTH CHELMSFORD",42.6227874,-71.3792017,2
"GEORGE H POTTER ELEMENTARY","NORTH DARTMOUTH",41.6455811,-71.0082905,2.9
"MOREAU HALL","NORTH EASTON",42.061629,-71.086228,1.3
"PARKVIEW","NORTH EASTON",42.050903,-71.107817,4.4
"NORTH FALMOUTH ELEMENTARY","NORTH FALMOUTH",41.6379261,-70.6224946,2.6
"NORTH GRAFTON ELEMENTARY","NORTH GRAFTON",42.2383509,-71.7026278,0
"E ETHEL LITTLE SCHOOL","NORTH READING",42.570409,-71.121038,0
"J TURNER HOOD SCHOOL","NORTH READING",42.595385,-71.090061,1.6
"L D BATCHELDER","NORTH READING",42.5988234,-71.1223505,0
"WESSAGUSSET ELEMENTARY","NORTH WEYMOUTH",42.2466152,-70.9448956,1.4
"BRIDGE STREET SCHOOL","NORTHAMPTON",42.3235268,-72.6263282,0
"JACKSON ST SCHOOL","NORTHAMPTON",42.3344767,-72.6448911,2
"SMITH COLLEGE CAMPUS SCHOOL","NORTHAMPTON",42.3210965,-72.6356816,5.1
"FANNIE PROCTOR","NORTHBORO",42.3025937,-71.6531233,4.8
"LINCOLN STREET","NORTHBORO",42.3163854,-71.658264,0
"MARGUERITE PEASLEE","NORTHBORO",42.3223446,-71.6281426,2.1
"MARION E ZEH SCHOOL","NORTHBORO",42.4072107,-71.3824374,2.5
"ST BERNADETTE SCHOOL","NORTHBORO",42.3268656,-71.6214415,0
"JOSEPH C SOLMONESE","NORTON",41.9667703,-71.1869963,1
"L G NOURSE SCHOOL","NORTON",41.9684333,-71.1667154,1.4
"GRACE FARRAR COLE","NORWELL",42.1672719,-70.8803038,0
"SOUTH SHORE CHARTER SCHOOL","NORWELL",42.156762,-70.88182,2.3
"WILLIAM G VINAL","NORWELL",42.1762919,-70.796179,1.3
"GEORGE F WILLETT ELEMENTARY","NORWOOD",42.1943909,-71.1989695,1.5
"ST CATHERINE OF SIENA SCHOOL","NORWOOD",42.1959672,-71.2013124,0
"OAK BLUFFS ELEMENTARY","OAK BLUFFS",41.446414,-70.568836,10.6
"FISHER HILL","ORANGE",42.5972369,-72.3110756,1.3
"ALFRED M CHAFFEE ELEMENTARY","OXFORD",42.1167606,-71.8647577,0
"OLD MILL POND SCHOOL","PALMER",42.1855118,-72.3419463,1
"PAXTON CENTER","PAXTON",42.3100435,-71.9296655,0
"CENTER SCHOOL","PEABODY",42.5296023,-70.9442331,3.1
"JOHN E BURKE ELEMENTARY","PEABODY",42.5621136,-71.0239939,0
"JOHN E MCCARTHY SCHOOL","PEABODY",42.5392,-71.0017,0
"SAMUEL BROWN SCHOOL","PEABODY",42.5071011,-70.9506351,3.8
"SOUTH MEMORIAL SCHOOL","PEABODY",42.5149535,-70.948385,0
"THOMAS CARROLL SCHOOL","PEABODY",42.5322068,-70.9175901,0
"WILLIAM A WELCH SCHOOL","PEABODY",42.5178886,-70.930303,0
"BRYANTVILLE ELEMENTARY","PEMBROKE",42.0443291,-70.8236969,1.4
"HOBOMOCK ELEMENTARY","PEMBROKE",42.0534354,-70.795318,2
"NORTH PEMBROKE ELEMENTARY","PEMBROKE",42.0973241,-70.7794849,1.2
"VARNUM BROOK ELEMENTARY","PEPPERELL",42.6691954,-71.5895057,3.3
"ALLENDALE ELEMENTARY","PITTSFIELD",42.4586902,-73.2201916,0
"CROSBY ELEMENTARY","PITTSFIELD",42.4494881,-73.2728421,0
"EGREMONT SCHOOL","PITTSFIELD",42.4372841,-73.2293832,2.5
"MORNINGSIDE COMMUNITY","PITTSFIELD",42.456902,-73.2444251,0
"ROBERT CAPELESS SCHOOL","PITTSFIELD",42.4804878,-73.260573,2.9
"SILVIO CONTE COMMUNITY SCHOOL","PITTSFIELD",42.4556628,-73.2685295,1.1
"STEARNS","PITTSFIELD",42.45697,-73.2490265,4.4
"WILLIAMS ELEMENTARY","PITTSFIELD",42.4347865,-73.2089798,0
"ANNA WARE JACKSON SCHOOL","PLAINVILLE",42.0042655,-71.3328331,0
"COLD SPRING SCHOOL","PLYMOUTH",41.9626033,-70.6778135,2.7
"FEDERAL FURNACE","PLYMOUTH",41.9156887,-70.7053747,2.8
"HEDGE ELEMENTARY","PLYMOUTH",41.9737143,-70.6878141,0
"INDIAN BROOK ELEMENTARY","PLYMOUTH",41.8894734,-70.5399579,0
"MANOMET ELEMENTARY","PLYMOUTH",41.9200257,-70.5529856,0
"NATHANIEL MORTON SCHOOL","PLYMOUTH",41.954,-70.6596,3.6
"SOUTH SCHOOL","PLYMOUTH",42.2006561,-70.8850446,1.9
"WEST SCHOOL","PLYMOUTH",41.893713,-70.9258742,2.3
"THOMAS PRINCE ELEMENTARY","PRINCETON",42.4424039,-71.8438971,4.7
"ATHERTON HOUGH","QUINCY",42.266731,-70.9574973,0
"BEECHWOOD KNOLL ELEMENTARY","QUINCY",42.26937,-71.0053414,1.5
"CHARLES BERNAZZANI SCHOOL","QUINCY",42.2558177,-71.0224441,1.8
"CLIFFORD MARSHALL SCHOOL","QUINCY",42.2535711,-71.0005952,0
"FRANCIS W PARKER ELEMENTARY","QUINCY",42.2528772,-71.0022705,0
"LINCOLN- HANCOCK ELEMENTARY","QUINCY",42.2426827,-71.0113241,0
"MERRYMOUNT","QUINCY",42.2625993,-70.9953259,1.7
"MONTCLAIR ELEMENTARY","QUINCY",42.2707193,-71.0321204,0
"QUINCY CATHOLIC ACADEMY","QUINCY",42.274734,-71.0263895,0
"SNUG HARBOR","QUINCY",42.2539127,-70.9648422,0
"SQUANTUM ELEMENTARY","QUINCY",42.2973785,-71.0120032,0
"WOLLASTON SCHOOL","QUINCY",42.2632743,-71.0236027,1.9
"ELIZABETH G LYONS ELEMENTARY","RANDOLPH",42.1774183,-71.040524,0
"J F KENNEDY ELEMENTARY","RANDOLPH",42.1661469,-71.0342938,0
"MARGARET L DONOVAN SCHOOL","RANDOLPH",42.1899772,-71.0702361,0
"MARTIN E YOUNG ELEMENTARY","RANDOLPH",42.1528515,-71.0424175,0
"MERRILL ELEMENTARY","RAYNHAM",41.9323989,-71.030636,0.7
"ALICE BARROWS","READING",42.5216213,-71.1240778,0
"BIRCH MEADOW SCHOOL","READING",42.5379984,-71.1132577,0
"J WARREN KILLAM","READING",42.5409277,-71.0903316,0
"JOSHUA EATON","READING",42.5145967,-71.1106582,0
"WOOD END ELEMENTARY","READING",42.551369,-71.1163805,0
"PALMER RIVER ELEMENTARY","REHOBOTH",41.8470056,-71.2393933,3.3
"A C WHELAN ELEMENTARY","REVERE",42.4193889,-71.0200305,0
"ABRAHAM LINCOLN","REVERE",42.4167635,-71.0097726,1.1
"BEACHMONT","REVERE",42.3959305,-70.986994,0
"GARFIELD ELEMENTARY","REVERE",42.4036464,-70.9925628,0
"IMMACULATE CONCEPTION","REVERE",42.406847,-71.009994,0
"PAUL REVERE","REVERE",42.441908,-71.020185,0
"WILLIAM MCKINLEY","REVERE",42.4096712,-71.0146496,0
"ROCHESTER MEMORIAL","ROCHESTER",41.7460073,-70.8668978,4.1
"JEFFERSON ELEMENTARY","ROCKLAND",42.1236412,-70.9105507,1
"ROCKPORT ELEMENTARY","ROCKPORT",42.6509425,-70.6110728,3.1
"CHARLES SUMNER SCHOOL","ROSLINDALE",42.286471,-71.1269097,0
"DENNIS HALEY","ROSLINDALE",42.2865657,-71.1074571,1.5
"EDWARD BROOKE CHARTER SCHOOL","ROSLINDALE",42.2818841,-71.1218834,0
"JOHN PHILBRICK","ROSLINDALE",42.2853995,-71.1177445,0
"PHINEAS BATES","ROSLINDALE",42.2777234,-71.1353662,0
"SACRED HEART","ROSLINDALE",42.2784317,-71.1222742,0
"PINE GROVE","ROWLEY",42.7169949,-70.874446,0
"DAVID A ELLIS","ROXBURY",42.3162,-71.0931,0
"DUDLEY ST NEIGHBORHOOD CHARTER SCHOOL","ROXBURY",42.32364,-71.073134,0
"HIGGINSON SCHOOL","ROXBURY",42.3176454,-71.0920076,0
"HIGGINSON/LEWIS K-8 SCHOOL","ROXBURY",42.3151978,-71.0913748,3
"MAURICE J TOBIN SCHOOL","ROXBURY",42.3329551,-71.0987406,0
"NATHAN HALE SCHOOL","ROXBURY",42.3252277,-71.0911904,0
"RAFAEL HERNANDEZ","ROXBURY",42.3139281,-71.0978417,0
"SAMUEL W MASON SCHOOL","ROXBURY",42.3261079,-71.0713203,0
"NAQUAG ELEMENTARY","RUTLAND",42.3739934,-71.9570237,2.1
"BATES ELEMENTARY","SALEM",42.5348416,-70.9057349,0
"BENTLEY SCHOOL","SALEM",42.5281369,-70.881055,0
"CARLTON SCHOOL","SALEM",42.5317941,-70.8904477,0
"HORACE MANN LABORATORY","SALEM",42.503751,-70.891739,1.7
"NATHANIEL BOWDITCH SCHOOL","SALEM",42.5071406,-70.9092164,1.8
"SALTONSTALL SCHOOL","SALEM",42.5135347,-70.8915567,0
"WITCHCRAFT HEIGHTS","SALEM",42.5163525,-70.9201767,0
"SALISBURY ELEMENTARY","SALISBURY",42.8545618,-70.86707,1.8
"H.T. WING SCHOOL","SANDWICH",41.7521789,-70.4960328,2.1
"OAK RIDGE SCHOOL","SANDWICH",41.7195341,-70.4632034,3.3
"LYNNHURST","SAUGUS",42.4762606,-71.0019014,0
"OAKLANDVALE ELEMENTARY","SAUGUS",42.4651421,-71.0110473,0
"VETERANS MEMORIAL","SAUGUS",42.4542629,-71.0039395,1.4
"CUSHING ELEMENTARY","SCITUATE",42.204439,-70.7680382,2.1
"HATHERLY ELEMENTARY","SCITUATE",42.2154457,-70.7636155,7.9
"JENKINS ELEMENTARY","SCITUATE",42.1905865,-70.7307969,1.7
"WAMPATUCK ELEMENTARY","SCITUATE",42.2098236,-70.7422636,2.4
"GEORGE R MARTIN SCHOOL","SEEKONK",41.7974428,-71.3163932,0
"MILDRED AITKEN SCHOOL","SEEKONK",41.8449355,-71.3345943,0
"COTTAGE ST SCHOOL","SHARON",42.1188763,-71.1723485,3
"EAST ELEMENTARY","SHARON",42.1145913,-71.1481565,0
"HEIGHTS ELEMENTARY","SHARON",42.1206916,-71.1780258,2.4
"UNDERMOUNTAIN ELEMENTARY","SHEFFIELD",42.1099885,-73.3551436,2.2
"BUCKLAND SHELBURNE REGIONAL","SHELBURNE FALLS",42.6089935,-72.7344026,2.6
"PINE HILL","SHERBORN",42.2459301,-71.3614477,0
"LURA WHITE ELEMENTARY","SHIRLEY",42.5437035,-71.6495176,1.6
"BEAL SCHOOL","SHREWSBURY",42.2955565,-71.715725,1.3
"CALVIN COOLIDGE SCHOOL","SHREWSBURY",42.2653319,-71.7486654,8.3
"SPRING STREET SCHOOL","SHREWSBURY",42.3043786,-71.7020966,0
"CHACE STREET SCHOOL","SOMERSET",41.7695425,-71.1286194,0
"NORTH ELEMENTARY","SOMERSET",41.7772744,-71.1466548,3.3
"SOUTH SCHOOL","SOMERSET",41.7369398,-71.1656023,1.9
"ARGENZIANO SCHOOL @ LINCOLN","SOMERVILLE",42.378866,-71.0987821,2.2
"ARTHUR D HEALEY SCHOOL","SOMERVILLE",42.3975844,-71.0953226,0
